Text,class,label
বাংলার মুজাহিদরা তৈরি হও,religion,Incursive
ঐ খানকির পোলা মানুষের বাল চাচতে আসবে৷ কুকুর এর বাচ্চা র  লজ্জা নাই,Politics,dishonour
আরে যারা এখানে কমেন্ট গুলো করেছিস তারা কিছু করার থাকলে করে  যে কিছু করতে পারে না সে ওই ফেসবুকের এই করবো সেই করবো বাল ছিঁড়বি তুই,Politics,Incursive
তোদের মা বোন কে রাত কাটা বার জন্য  দিছ মোদিকে খানকির ছেলে ও মেয়েরা,Politics,Sexual
চারাল কে আসতে দেওয়া যাবেনা,Politics,Incursive
কুত্তার  বাচ্চা জুতার বারি খায়ার জন্নে আই,Politics,Incursive
মোদি বাংলাদেশ আসলে  ধন চেটে পরিষ্কার করে দিস দালালের বাচ্চা,Politics,Sexual
"সালারে জুতা মার।।৷ সাতখীরার মানুষ কি আবাল নাকি, তেহিরে আপ্পায়ন করবে।।",Politics,Incursive
কিছু কিছু পাকিস্তানি বিজ যারা এখনো বাংলাদেশে আছে তাদের সেই ভাবে ফাটতেছে,Politics,dishonour
খানকির পোলার জন্য জুতা রেডি,Politics,Incursive
দালাল টিভির হলুদ সাংবাদিক,Politics,dishonour
মোদির দুই গালে জুতা মারো তালে তালে   মোদির মারে চূদি   খানকির পোলা,Politics,Sexual
মনে হয় তাদের ভগবান আসবে।,religion,dishonour
আওয়ামী লীগের ছোছা গুলো ছাপট করবে।,Politics,dishonour
বাঁশের মতন গলা মাগীর,Politics,dishonour
দেশর গুওয়া মারা।।,Politics,dishonour
শালার পাছাদিয়ে বাশ দিবো জনগন,Politics,Incursive
মোদি ইসলামের দুশমন !!!!,Politics,dishonour
কসাইর ঠাইনাই বাংলার জমিনে,Politics,Incursive
মোদিকে  বাংলাদেশের আসতে  দেওয়া হবেনা  ইনশাআল্লাহ,Politics,Incursive
মোদি তোর লজ্জা থাকলে বাংলার মাটিতে  পা রাখিস না,Politics,Incursive
কসাই মোদিকে আমরা দেখতে চাইনা বাংলাদেশে,Politics,dishonour
আজকে পুলিশ বিড়াল হইয়া গেচে। কারণ আজকে জনসংখ্যা বেশি,Politics,dishonour
পাকিস্তান হইতে আর বেশি দিন নাই,Politics,dishonour
ওরে গরুর গাড়ি দিয়ে আনা দরকার ছিল,Politics,dishonour
নরেন্দ্র মোদি আগমন জুতা দিয়ে স্বাগতম,Politics,dishonour
মুদির আগমনে কুত্তার নাচানাচি,Politics,dishonour
মুদির আগমন জুতা দিয়ে সাগত,Politics,Incursive
হাসিনা আসলে মুসলমানের মেয়ে না,Politics,dishonour
ওকে চাগলের গাড়ি দিয়ে আনা ধরকার ছিল,Politics,dishonour
মদিরে জোতার মালা গলায় দিয়ে অভিনন্দন জানানোর দরকার ছিল,Politics,dishonour
ওরে গরূর মুত আর গোবর দিয়ে সাগতম যানানো হোক সাথে জুতার মালা ঝাটার বারি,Politics,Incursive
বাসর করবা কয়টায় মুদিকে নিয়ে,Politics,Sexual
নরেন্দ্র মোদীর আগমন সামনে হোগা পিছে ধোন,Politics,Sexual
বোমা মারে না কেনো,Politics,Incursive
জুতার মালায় স্বাগতম,Politics,dishonour
শেখ হাসিনা ফেরাউনের বাচ্চা ভাবছিল ফেরাউন ফেরাউন,Politics,dishonour
ভারতের মাগির পুদ দেশে ছড়িয়েছে শালা তোর মায়েরে চ***,Politics,Sexual
আগাডার বাচ্ছা তর জন্য আইন করব বাংলা দেশ থেকে জুতা মারতে মারতে ইন্ডিয়া পাটাই দেবে,Politics,Incursive
আ:লীগ চোরের দলযে এইটাই আর একটা প্রমাণ আরেক ভিডিও  বাংলাদেশের বলে ছালিয়ে দিতেছ??? বাংলাদেশের রাস্তায় আজ তোরা কুত্তা রা ছাড়া আর কেউ আছে নাকী মৌদিকে অভিনন্দন জানানোর জন্য?? তোরা কয়একটি কুত্তা গেঔ গেঔ করতে থাক?  মৌদি খুষি হয়ে যাবে কারণ সেওতো তোদের মতো কুত্তা!!!!!!!,Politics,dishonour
অবিবাহিত মোদীর এত সন্তান বাংলাদেশে কোথা থেকে এলো?,Politics,dishonour
তর বাপে আইছে তর মার সাতে শুতাইয়া রাখ,Politics,Sexual
ওরে গরূর মুত আর গোবর দিয়ে সাগতম যানানো হোক সাথে জুতার মালা ঝাটার বারি,Politics,Incursive
ডেডার সাগতম,Politics,dishonour
জুতা রেডি আছে,Politics,dishonour
এই জালেম মুদির কারনে কাফেরদের মুত  খাওয়া হাছিনার  পতন হবে,Politics,dishonour
পাগল চুদা,Politics,dishonour
মুদির বউরে চুদি  মে থাকলে সেটাও চুদি,Politics,Sexual
শেখ হাসিনা কে চুদের জন্য মোদি চলে আসছে শেখ হাসিনা কে চুদে দেয় জন্য মোদি চলে আসছে শেখ হাসিনা কে চুদে দেয় জন্য মোদি চলে আসছে শেখ হাসিনা কে চুদে দেয় জন্য মোদি চলে আসছে শেখ হাসিনা কে চুদে দেয় জন্য মোদি চলে আসছে শেখ হাসিনা কে চুদে দেয় জন্য মোদি চলে আসছে শেখ…,Politics,Sexual
রাজাকার  আসছে,Politics,dishonour
জুতার আগমন,Politics,dishonour
শেখ হাসিনার জামাই মুদি,Politics,dishonour
জামাই বরণ করতাছে জঙ্গিলীগ,Politics,dishonour
তোর বাপেরে সাগতম জানা মাগির পোলা,Politics,Incursive
লাল জুতার শুভেচ্ছা,Politics,dishonour
হাছিনাকে আজ রাতে মোদি দাদা চোদবে,Politics,Sexual
কুত্তা মদি,Politics,dishonour
কুতা তার থেকে ভালো আচে,Politics,dishonour
মোদি শেখ হাছিরার বাশোর ঘর করেছে শেখ হাছিনার চোদেছে মোদি বাশোর ঘর করেছে মোদি,Politics,Sexual
তাদের দাম্পত্যজীবন সুখের হওক,Politics,Sexual
কুত্তা আগমণ,Politics,dishonour
আমার বাল,Politics,Sexual
জুতার শুভেচ্ছা।,Politics,dishonour
তরার বাপ সালারা,Politics,dishonour
মোদির লজ্জা নাই,Politics,dishonour
কুকুরের বাচ্চা,Politics,dishonour
জুতার মালা পরিয়ে দেও,Politics,Incursive
জুতা দিয়ে মুরা জরড়ি চুতেয়া কে,Politics,Incursive
ওরে.…. বাটপার.......!,Politics,dishonour
ওগু মাগির বাছা মুদির,Politics,dishonour
জুমা মারি,Politics,dishonour
দুদু সাহেব আপনি ঠিকই বলেছেন আওয়ামী লীগ রূপকথার দল আর বিএনপি স্বৈরাচারী দল।,Politics,dishonour
তাহাজ্জুদ নেতা আহম্মদ,Politics,dishonour
আওয়ামী লীগ হলো রাতের ভোটের দল,Politics,dishonour
আহাম্মক হোসেন,Politics,dishonour
অভিনেত্রী অভিনয়ে শেরা জালেম।,Politics,dishonour
আপনার কথা শুনে ঘুম আসছে তাও আপনার কর্মী দের,Politics,dishonour
নেশা ত ঐ রাতেই করছিলাম,Politics,dishonour
আওয়ামীলীগ হচ্ছে পবিত্র একটি দল যে দল রমজান মাসেও মিথ্যা কথা বলে।,Politics,dishonour
অভিনয়ে শেরা অভিনেেন্ত্রীহাসিনা,Politics,dishonour
"আমি সিওর জে, এরা মিছা কথার বই পড়ে রাতে।",Politics,dishonour
পৃথিবীতে যদি মিথ্যা কথার মেডেল দেয়া হতো পুরস্কার দেয়া হতো এক নম্বরে থাকত আমাদের প্রধানমন্ত্রী শেখ হাসিনা।,Politics,dishonour
সব সময় একই বক্তৃতা শুনতে শুনতে ছাত্র লীগের সধারন সম্পাদকে ঘুম আসছে,Politics,dishonour
মেকআপ কম হয়েছে ত এই রোজার মাসে তা ছাড়া সামিটাও জিবিত না,Politics,dishonour
"দিন ফুরাইয়া আসছে, শেষ কদিনের মিথ্যাচার কইরা নেন নানী",Politics,dishonour
এক কথায় আপনি সারা ওয়ার্ল্ডে খুব পরিচিত লাভ করেছেন ভোট চোর হিসেবে আপনাকে স্বীকৃতি দেওয়ার দরকার,Politics,dishonour
মিথ্যার হেড অফিস,Politics,dishonour
বৈমান হাসীনা,Politics,dishonour
খালা আদানির সাথে কি চুক্তি করেছেন?? দেশ বিক্রি কি বুঝায় একটু বুঝিয়ে দেন।,Politics,dishonour
বাংলাদেশ হাসির সবচেয়ে বড় চরিত্র,Politics,dishonour
কাদের সব সময় সঠিক বলে। যা মানুষ হাস্যকর ভাবেই নেয়।,Politics,dishonour
"কাউয়াকে ইডেন হাসপাতালে ভর্তি করাও, চিকিৎসা ভালো হবে।।।",Politics,dishonour
কাওয়া কা কা কা,Politics,dishonour
সব তৈলবাজ হাইব্রিড,Politics,dishonour
তেত পালতু কাদের,Politics,dishonour
আইনের আওতায় এনে কঠিন শাস্তি দেওয়া হোক,Politics,Incursive
"এরা সন্ত্রাসী, এদের আইনের আওতায় আনা হউক।",Politics,Incursive
পুলিশ লীগ কোথায় ছিল,Politics,dishonour
বিএনপি একটি সন্ত্রাসী সংগঠন এদের কে দ্রুত গ্রেফতার করে আইনের আওতায় এনে দৃষ্টান্তমূলক শাস্তির দাবি জানাচ্ছি এবং এই জঙ্গি সংগঠনকে নিষিদ্ধ করা হোক,Politics,dishonour
পুলিশ লীগ কোথায় ছিল??,Politics,dishonour
বিএনপির মহাসচিব ফখরুল সাহেব বলবেন ওরা আওয়ামী লীগের মানুষ প্লাস্টিক সার্জারি করে বিএনপির সেক্রেটারি সেজে এগুলো করেছে! উত্তম মধ্যম দিতে হবে!,Politics,dishonour
বিএনপির আফিসের সামনে আওয়ামী লীগের কাজ কি আর জীবন বাচাতে সন্ত্রাসীর বিরুদ্ধে বইদো অস্ত্র ব্যাবহার করতেই পারে,Politics,Incursive
সরকার বিরোধী সাংবাদিকদের এখন খবর আছে?,Politics,Incursive
কতটা বেহায়া ও নির্লজ্জ হতে পারে ।,Politics,dishonour
মানবতার মা বলে কথা! কবে শেষ হবে এদের জুলুম!,Politics,dishonour
আমি তো পাগল হয়ে যাবো রোজার মাসে এতো বিনোদন ভাল্লাগে নাহ।,Politics,dishonour
মিথ্যাচারের সীমা লঙ্ঘন হয়ে গেছে,Politics,dishonour
আহারে আপনাদের কত মায়া দেশের জনগণের জন্য,Politics,dishonour
মানবতা আজও বেচে আছে হিরক রানির দেশে।,Politics,dishonour
মামলা সাজাইতে অনেক কষ্ট হইছে মন্ত্রণালয়ের। সাংবাদিক পেটাতে পেটাতে ক্লান্ত তারা। একটু এনার্জিড্রিংকসহ ইফতারি পাঠায়ে দেন।,Politics,dishonour
অনেকটা হাজার হাজার কোটি টাকা পাচার হওয়ার দেশে দুই আড়াই কোটি টাকার মামলার আসামি খালেদা জিয়ার মত ভাগ্য লোকটার।,Politics,dishonour
"আসুন আমরা সকলে মন খুলে হাসি,,,",Politics,dishonour
পররাষ্ট্র মন্ত্রণালয়ের যিনিই বিজ্ঞপ্তি দিয়েছেন উনাকে কাঁঠাল বার্গার উপহার দিলে কেমন হতো।।,Politics,dishonour
নাটক দেখতে দেখতে জীবন শেষ,Politics,dishonour
যেমন লেভেল তেমন স্টেটমেন্ট ।,Politics,dishonour
"শুনলাম শিশুটা নাকি ছেলে ছিল, আর এদিকে সাংবাদিক ভাইয়াও ছেলে, তাহলে কীভাবে নির্যাতন করলো।",Politics,Sexual
যে যুবলীগ নেতা মামলা দিয়েছে হেতে বুজি শিশুর আব্বা?,Politics,dishonour
গাজার নৌকা পাহাড়তলী যায় ও মিয়া ভাই,Politics,dishonour
কি আজব দেশ আইন পকেটে নিয়ে চলে,Politics,dishonour
আহা সোনাগো আমার,Politics,Sexual
এতো দুর্বল স্ক্রিপ্ট..,Politics,dishonour
খুবই গোছানো নাটক,Politics,dishonour
প্রয়োজনে আরো কিছুদিন সময় নেন। তবু বিশ্বাসযোগ্য কিছু একটা বলেন।,Politics,dishonour
বাহ চমৎকার ভূগোল,Politics,dishonour
পাবনা মেন্টাল হসপিটল থেকে কবে ছাড়া পেয়েছে মামলাকারী,Politics,dishonour
"হাস্যকর। জাতিসংঘ, যুক্তরাষ্ট্র, ই ইউ বুঝলোনা",Politics,dishonour
হাসাতেও লজ্জা লাগে।,Politics,dishonour
তোরা আর হাসির পাত্র হসনে,Politics,dishonour
ছোট বেলায় শুনেছিলাম বাঘে ছুঁলে আঠারো ঘা!!,Politics,Incursive
বাহ্ মচৎকার!!!!,Politics,dishonour
দক্ষ নির্মাতার অভাব।,Politics,dishonour
আর কত লীলা খেলা!,Politics,dishonour
"সরকার বিরোধীতা, স্বাধীনতা শক্তির বিরোধীতা করলে খবরের শিরোনাম আছে!!!!!",Politics,Incursive
আবুল হয়ে গেলাম...,Politics,dishonour
নে হালুয়া যে কথা বলবে তার চরিত্রই হরন করা হবে।,Politics,Incursive
আমি আওয়ামী লীগ আমি ক্ষমতা আছি। যা বলবো তাহাই আইন তোমরা কোন চেটেবাল।।,Politics,Incursive
ফাইজলামি মানুষ বুজে,Politics,dishonour
পিকচার আভি বাকি হ্যায়,Politics,Incursive
লও ঠেলা,Politics,dishonour
গণবিরোধী সরকার যা ইচ্ছে তাই করছে।,Politics,dishonour
বিনোদন তামাশা চলছে,Politics,dishonour
রমজান মাস দেখে মুখের ভাষা নিয়ন্ত্রণ করলাম,Politics,Incursive
"আমিও তো ভাবি,,,,,খালি খালি,,,,,,,,?? এখন টিভিতে নাটক দেখতে আর মজা পাইনা কেন??নাটকের প্লেয়ার তো সব এখানে।।",Politics,dishonour
হীরক রাজার দেশে বিনোদন,Politics,dishonour
"প্রথম আলো কিছু পারোক না পারোক বিনোদন দিয়ে যাচ্ছে, আমরা সাধারণ জনতা প্রথম আলোর নিকট চিরকৃতঙ্গ",Politics,dishonour
ঠেলার নাম বাবাজি।,Politics,Incursive
"তাহারা যাহা বলিবে, তাহাই সত্য বলিয়া মানিয়া লইতে হবে।",Politics,Incursive
এখন কোন আইনে মামলা হইবো হাসুবু বুঝে উঠবার পারে নাই। শিশু নির্যাতন ফৌজদারি না দেওয়ানি মামলা হইবো তাই তারাহুরাই কালো ডিজিটাল নিরাপত্তা আইনে মামলা দিছে এটা কিন্তু ভুল না মিছটেক,Politics,dishonour
ভোট চোরদের উন্নয়ন মার্কা বক্তব্য।,Politics,dishonour
রোজার দিন গাজা খাওয়া উচিত না মন্ত্রী মশায় !!,Politics,dishonour
সাধারণ একটা স্ক্রিপ্ট লিখতে এতো সময় লাগলো?,Politics,dishonour
"আহ রে কত সুন্দর নাটক সামনে আরো কতো কি যে দেখতে হবে,,,,",Politics,dishonour
এর চেয়ে ভাদাইম্যার স্ক্রীপ্ট অনেক ভালো ছিল,Politics,dishonour
ওরে আইন রে,Politics,dishonour
গণেশ উল্টে গেলো না কি,Politics,dishonour
বাংলাদেশের শিক্ষাব্যবস্থা ধ্বংস করে দিয়েছিল বিএনপি... সেখান থেকে প্রধানমন্ত্রী জননেত্রী প্রধানমন্ত্রী শেখ হাসিনা শিক্ষা ব্যবস্থায় ব্যাপক পরিবর্তন আনতে শুরু করেছেন..এখন বাংলাদেশের শিক্ষা ব্যবস্থা আর ইউরোপ-আমেরিকার শিক্ষা ব্যবস্থা প্রায় সমান... বাংলাদেশের এই উন্নয়ন বিএনপির সহ্য হচ্ছে না তাই তারা বিভিন্নভাবে অপপ্রচার করছে...,Politics,dishonour
"শিশুটাকে কোন দেশে নির্যাতন করা হয়েছে,,,, বলাৎকার, ধর্ষণ নাকি লেভেঞ্চুস দেয় নাই, নাকি দৌড়ানি দিছে,,,,",Politics,Sexual
বর্তমানে আওয়ামিলীগের অবস্থা এমন হয়ে গেছে যে তারা যা বলে তা আইন!!!,Politics,dishonour
রাষ্ট্রীয় এই জোকারগুলিকে 'পদলেহনের' জন্য স্বাধীনতা পুরষ্কার দেয়া হোক। 'সরকারী ভাড়' পদবিও দেয়া যেতে পারে।,Politics,dishonour
কত বড় *রামজাদা হলে এমন মন্তব্য করতে পারে একটা মন্ত্রণালয়।,Politics,dishonour
শামছুজামানের জন্য সমাবেদনা প্রথম আলোর জন্য একরাশ ঘৃণা..,Politics,dishonour
ইয়ে মানে ষাঁড় শিশু নির্যাতনের মামলা ডিজিটাল সিকিউরিটি অ্যাক্টএ কিভাবে হয় একটু যদি বুঝিয়ে বলতেন,Politics,dishonour
সেই একই স্বার্থে ফারজানা রূপা কেও গ্রেফতার করা হোক,Politics,Incursive
কেউ কেউ বলে উগান্ডার পররাষ্ট্রমন্ত্রালয়েও মিথ্যা কথা বিবৃতি দেয়!,Politics,dishonour
এই মামলায় নাটক টা ঠিক মতো জমলো না । ধর্ষণ মামলা দিলে নাটক টা জমত ভালো,Politics,Sexual
একদম ঠিক মামলা হয়েছে,Politics,Incursive
এরপর থেকে কি সাংবাদিক তাদের রুচির পরিবর্তন করবে,Politics,dishonour
আম্লিগ এর সময় সবই সম্ভব,Politics,dishonour
ওয়াহ কেয়া সীন হ্যায়,Politics,dishonour
কি থেকে কি বানাচ্ছে!!!,Politics,dishonour
"উত্তর কোরিয়ায় বাকস্বাধীনতা নাই , আই হেইট কিম জং উন।",Politics,dishonour
"ও গণেশ উলটে গেলো,,ধামাধাম পালটে গেলো,,",Politics,dishonour
আর কত কি শোনা যে লাগবে,Politics,dishonour
আমি মাঠে নামলে বিপক্ষ দল ভয় পায় তাই আমাকে দলে রাখা হয় না..,Politics,Incursive
পঞ্চায়েত বিচার ব্যবস্থা বন্ধ চাই। গ্রাম্য মোরল রা শুধু দুর্বলদের বিরুদ্ধে রায় দেয় আর তাদের অত্যাচার করে।,Politics,Incursive
"পথে ঘাটে কত শিশু ড্যান্ডি খাইয়া ঘুরে, দাদাদের সে খবর নাই।",Politics,dishonour
ফাসি দেয়া হোক,Politics,Incursive
"যা বুঝাবে তাই বুঝুন, চুদু*বুদুর করবেন না।",Politics,dishonour
কতটা বেহায়া ও নির্লজ্জ হতে পারে ।,Politics,dishonour
কাল পরশু হয়তো এটাই শুনবো শেখ হাসিনার নাম নিয়ে ইভটিজিং করেছিলো,Politics,dishonour
বেক্কেল জাতি আমরা আবারও প্রমানিত।,Politics,dishonour
অতীত ভুলে গেলে চলবেনা বুবু....,Politics,Incursive
কত মায়া শিশুদের জন্য দেখছোনি গরীবেরা...,Politics,dishonour
ওনার জঙ্গির সাথে সম্পৃক্ততা আছে,Politics,Incursive
আর কতো নাটক সাজাবে,Politics,dishonour
"বুঝলাম না জিনিসটা,প্রথম আলো কি,ছেলে শিশুটি কে বলৎকার করেছে।",Politics,Sexual
বাঙালিকে যাহা খাওয়াবে তাহাই খাবে।কারণ তাদের মেরুদণ্ড ইতিমধ্যেই ভেঙে গেছে,Politics,dishonour
মানবতার আম্মার দেশ বলে কথা!,Politics,dishonour
শামসুজ্জামান কে ফাসিতে ঝুলিয়ে মৃত্যুদন্ড কার্যকর করার জন্য অনুরোধ জানাচ্ছি।,Politics,Incursive
ছাগলে ভর্তি দেশটা ‌ । কাঁঠাল পাতার মতো দেশটা ও চিবিয়ে খেয়ে নিলো এরা ।,Politics,dishonour
ফাজলামো কথা বার্তা বন্ধ হয় না।কোন যুগ আসলো রে বাবা?ইচ্ছা করে......,Politics,dishonour
ফালতু অজুহাত,Politics,dishonour
সৌদির পোলারা সব,Politics,dishonour
ভাঁওতাবাজি আর কতো,Politics,dishonour
পাগলের সুখ মনে মনে,Politics,dishonour
এক পাগল কয় আরেক পাগল রে যাব এইবার ভবপারে,Politics,dishonour
মগের মুল্লুক জোর যার মুল্লুক তার,Politics,dishonour
"এই জন্যই বংলা সিনেমা দেখতে মন চায় না,",Politics,dishonour
আপনারা ওদের মুখোশ খুলে উলঙ করে দেননা কেন এখনো ?,Politics,Incursive
কত নিম্নমানের গাঁজা খাইলে এসব কথা বলতে পারে। ছি,Politics,dishonour
সাংবাদিকদের চাদাবাজী জীবনে কোনো পেপার পত্রিকায় দেখলাম না।,Politics,dishonour
ওকে বুঝলাম। তাহলে প্রথম আলোর সম্পাদককে বুঝি এই বয়সে পরকিয়ার জেরে মামলা দেওয়া হয়েছে?,Politics,Sexual
বাবা তোমার দরবারে সব পাগলের খেলা,Politics,dishonour
পাগলের গারদ,Politics,dishonour
ওরে বাটপার,Politics,dishonour
"চামড়ার মুখ তো,,মুখে যা আসে তাই বলা যায়।",Politics,dishonour
"ভুং ভাং করে আর কয়দিন ,",Politics,dishonour
বন্ডামি চু********,Politics,Sexual
বাটপারের দল।,Politics,dishonour
এনালগ চোর নিশি রাতে শরীরে সরিষার তেল মেখে ঘরের সিদ কেটে হাঁড়ি পাতিল চুরি করতো,Politics,dishonour
শিশু নির্যাতন যদি হয় তাইলে ফারজানা রূপা করেছে,Politics,dishonour
বাটপার ডাকাতের দল একটা এরা আবার রাজনৈতিক দল,Politics,dishonour
সব মিথ্যা বানোয়াট তথ্য রাতের ভোট চোরদের সংবাদ সম্মেলনে,Politics,dishonour
দেশের জনগন তো বোকাচোদা তাই সবাইকে বেকুব ভেবেছে। যদি শিশু নির্যাতন হয় তাহলে তার পরিবার দেখবে। কিন্তু মামলা করল কোথাকার কোন টোকাই দল আওয়ামী লীগের একজন।,Politics,dishonour
সব পাগল বাংলাদেশে,Politics,dishonour
ওরে বাটপার.....,Politics,dishonour
"আমি বোকা, নাকি আমাকে বোকাচোদা মনে করা হচ্ছে",Politics,dishonour
হিটলার কিছু ইহুদিকে বাঁচিয়ে রেখেছে এটা দেখানোর জন্য ইহুদি জাতি কত নিকৃষ্ট ছিল মেজর ডালিম জারজ মুজিবের পুরো বংশকে মারে নি বাঁচিয়ে রেখেছিল এটা প্রমাণ করার জন্য জারজ মুজিব কত নিকৃষ্ট ছিল,Politics,Incursive
এদের পাতলা পায়খানা শুরু হয়েছে।,Politics,dishonour
ওরে বাটপার ওরে নাটক!,Politics,dishonour
সরকার মনে পাগল হয়ে যাচ্ছে।,Politics,dishonour
ভোট চোর বঙ্গজারজদের সামাজিক ভাবে বয়কট করুন।,Politics,Incursive
ওরে ভোট চোর বাটপার,Politics,dishonour
"আর কতো কিছুই না বলবে, প্রবাদে বলে-- পিপীলিকার পাখা গজায় মরিবার তরে। তা সেই দশা আসছে আওয়ামী লীগের জন্য।",Politics,Incursive
পল্টি নিলো কেন!!! কোন দূতাবাসের ঠেলায়??,Politics,dishonour
প্রথম আলো তুমি আলেমদের বিরুদ্ধে কাওমী মাদ্রাসার বিরুদ্ধে ধারাবাহিক জঙ্গি নাটকের প্রতিবেদন প্রচার করতেন মনে আছে????,Politics,Incursive
"বাইঞ্চোদ রে মাইরা দেন ভাই.... যা হওয়ার পরে হবে। দেখছেন, সাথে সাথে সারা দেশে ভাইরাল হয়ে গেল!!",religion,Incursive
রাখে হরি মারেকে??? বিশ্ব দেখতেছে------ মন্তব্য করলাম না।,religion,Incursive
উত্তম মাধ্যম দেওয়ার কি একটাও মানুষ ছিলো না ভিডিওতে তো দেখা যার জামাই আদর চলের।।।।।।,religion,Incursive
মানুষের মতো দেখতে কিন্তু এরা আসলেই মানুষ হতে পারেনি,religion,dishonour
ডিম থেরাপি দেওয়া হোক,religion,Incursive
"এগুলোরে ধইরা আগে বানাইতে হইবো তাইলে সব সত্যি কথা বলবো, মাইর এর নাম শ্রী লক্ষ্মী কান্ত য়ার ভয়ে ভুত ও পলায়।",religion,Incursive
হেতের দাড়ি গুন আগে হালান।কারন হেতে মুসলিম না।তারপর তারে লেংটা করি আলকাতরা লাগাই ছবি তুলি ভাইরাল করি দেন।,religion,Incursive
পুলিশে দিলে কিছু হবে না ওদের বিচার হয়না এবার বিচার সাথেসাথে হাতেনাতে ধরে বিচার করে ফেলতে হবে তাছাড়া এভাবে বিচার হবে না এরপর এইভাবে অত্যাচার করবে নিয়ম,religion,Incursive
"ভাই এত গল্প না করে ওরে কটা বাটাম দেন,,, তারপর আইনের ধারা নিয়ে দৃষ্টান্তমূলক শাস্তি দেন,,, তারপর দেশবাসীর কাছে জানান দেন এরা কেমন ন্যক্কারজনক মুসলমান,, যারা নিজের ধর্মগ্রন্থকে অবমাননা করে,,,,",religion,Incursive
এই নাস্তিকে বাচ্চাকে জুতার মালা পরিয়ে আস্তা পটুয়াখালী ঘোরানো হোক এখন কোথায় মৌলবাদীরা দেখেনা এটা।,religion,Incursive
পুলিশকে পরে ফোন দিস।মাদাচুদের দুই রান দুইদিকে দিয়ে ছিড়ে ফেল। পরে থানায় দিস.!,religion,Incursive
উত্তম মাধ্যম দেওয়া উচিত,religion,Incursive
"এই যাউরার ছেলেরা এই কাজ গুলো করে,আর প্রসাসন হলো এদের মদদদাতা,",religion,dishonour
ছিঃ হুজুর এ কাজ করল।,religion,dishonour
"বিচার একটাই শুধু পিডাইয়া মাইরালান নাহলে প্রত্যেক জায়গায় এমন হবে,,,,,,,, আমরা হালা হিন্দুরা ভীতু মারতে গেলে কাঁপতে থাকি",religion,Incursive
এখন এই ভন্ডের কোরআন অবমাননার দায়ে তার ঘর পোড়ানো হচ্ছে না কেন? তার উপাসনালয়ে আগুন দিচ্ছে না কেউ?তার মা বোনের ইজ্জত হরণ করছে না কেন?,religion,Incursive
এদের.কোরআন জে.এতটাই.পবিত্র সেটা,religion,dishonour
কোথায় শান্তির ধর্মের মানুষ এখন কি চোখে দেখনা।এরা সব সময় নাটক করে।এরে আইনের আওতায় আনা হোক।,religion,dishonour
এরাই দাঙ্গা লাগায় কঠিন শাস্তি হোক,religion,Incursive
শালা একটা পাগল সেজেছে ওরে গাছের মধ্যে টানে রাখা উচিত,religion,Incursive
কুত্তার বাচ্চাকে মৃত্যু দন্ড দেয়া হোক,religion,Incursive
আগে গন ধোলাই দিয়া হাত পা ভাইঙ্গা পরে পুলিশের কাছে দেওয়া লাগত। এত ঘটনা ঘটে তার পরেও কেন মানুষ বোঝে না,religion,Incursive
শালাকে বাশ ডলা দেয়া উচিত ছিল। তাহলে পরবর্তিতে কেহ এমন কাজ করার সাহস পেত না। এখন যাদের হাতে তুলে দিছে তারা কোন ব্যাবস্থা না নিয়েই কিছুদিন গেলেই মুক্তি দিয়ে দিবে এটা নিশ্চিত।,religion,Incursive
বিচার হবে না জানি বাংলাদেশ সরকারের চোখে এই গুলো পরে না জাগো হিন্দুরা জাগো,religion,Incursive
"আরে দাদা এখন আর ওদের ধর্ম অভোমানোনা হয়না, আগে ওর দারি আর মাথা নেরা করে গলায় জুতার মালা পরিয়ে শারা শহর হুরিয়ে পরে পুলিশির হাতে তুলেদেন, খবিশ কোনহান কার",religion,Incursive
ওই ব্যক্তির কঠিন তম শাস্তি হওয়া উচিত ৷ কিভাবে এত সাহস পায় ৷এটা যদি বিপরীত হত বাংলাদেশের রাজপথ সব জায়গায় জনসভা বাহির করত ইসলামী সংগ্রামীরা,religion,Incursive
শালার পুটকিতে ৩০০০০ ব্লেড এর আঘাত করা হোক // আর শালার পুটকিতে গরম গরম ৪০০ সিদ্ধ ডিম দেওয়া অনুরোধ করছি,religion,Incursive
ভাইয়েরা ওকে এভাবে যারা করে লাভ নেই অতীতে অনেক কিছু দেখেছেন বর্তমান ডাকে সুন্দর করে সাজানোর জন্য যা করতে হয় তাই করেন আমার মনে হয় করছো দাড়ি কামিয়ে কয়েকটা গৃহপালিত পশু কুকুর দিয়ে গোয়া মাইরা মেরে ফেলুন তাহলে সামনের দিনগুলো হিন্দু মুসলমানের মাঝে কোন বিভেদ থাকবে না,religion,Incursive
এই ব্যাটারে পাচার নিচে বাঁশ দিয়ে দার করে রাখলে এর শিক্ষা হত,religion,Incursive
ছান্তির দর্ম,religion,dishonour
"কু*ত্তার বাচ্চা শান্তি ছড়াইতে গেছিলো, ওর শান্তি ওর পিছন দিয়ে ঢু*কিয়ে না দিয়ে বসায় রাখছে কেনো!",religion,Incursive
উত্তম মধ্যম দেওয়া দরকার,religion,Incursive
বাঁচায় রাইখা লাভ নাই। পিডাইয়া মাইরা ফালান।,religion,Incursive
তাকে রিমান্ডে নেয়া উচিৎ।,religion,Incursive
জন্মের পর ধর্ম থেকে এই শিক্ষা পাইছে,religion,dishonour
